ResponseDate,CompletionDate,Q1_Property,Q2_PropType,Q3_CityContact,Agreement_City staff treated me fairly and with respect.,Agreement_City staff were knowledgeable.,Agreement_City staff exceeded my expectations.,Agreement_City staff were responsive.,Agreement_I was able to get service without difficulty.,Agreement_I received a response to my inquiry in a timely manner.,Agreement_The response I received provided me with the information I required.,"Agreement_Overall, I was satisfied with the quality of customer service I received.",Timely,Timely_Other (please specify),Experience,Who,Q4_PropNotice,Q5_CommsAgreement_The City’s assessment team provides a valuable public service,Q5_CommsAgreement_The City’s assessment team does a good job assigning property values,Q5_CommsAgreement_The City’s assessment team is a good resource for property information,Q5_CommsAgreement_Property assessment notice is easy to understand,Q5_CommsAgreement_Property assessment notice clearly describes how to file a formal complaint or request a review,Q5_CommsAgreement_Property assessment notice clearly states how to contact the City,Q5_CommsAgreement_Property assessment notice provides all the information required,Q5_CommsAgreement_The assessed value of my property is fair,Q5_CommsAgreement_The assessed value of my property is accurate,Q5_CommsAgreement_The use of sale prices of similar properties to estimate property values is fair,"Q5_CommsAgreement_Overall, I’m satisfied with access to property assessment information",Q7_Online,Q8_OnlineAgreement_It was easy to find information on Edmonton.ca/assessment,Q8_OnlineAgreement_Edmonton.ca/assessment had the information I needed,Q8_OnlineAgreement_Edmonton.ca/assessment is easy to use,Q8_OnlineAgreement_Edmonton.ca/assessment is useful to me,Q10_Contact_Phone,Q10_Contact_Email,Q10_Contact_Text message,Q10_Contact_In person,Q10_Contact_Mail,Q10_Contact_Online service,OSType,DeviceType,BrowserType,Q3_Own_Rent (Source: Profiling Questionnaire 2014),GENDER (Source: Profiling Questionnaire 2014),Q7_Children (Source: Profiling Questionnaire 2014),Q8_Born_Canada (Source: Profiling Questionnaire 2014),Q9a_Edmonton (Source: Profiling Questionnaire 2014),Q10_Own_Business (Source: Profiling Questionnaire 2014),Q11_Home_Language (Source: Profiling Questionnaire 2014),Q13_Volunteer (Source: Profiling Questionnaire 2014),Q14a_Primary_Transportation (Source: Profiling Questionnaire 2014),Q14b_Secondary_Transportation (Source: Profiling Questionnaire 2014),Q15_Household_Income (Source: Profiling Questionnaire 2014),Q16_Education (Source: Profiling Questionnaire 2014),Q17_City_Employee (Source: Profiling Questionnaire 2014),FSA (Source: Profiling Questionnaire 2014),Age_Rollup_Detailed (Source: Profiling Questionnaire 2014)
01/09/2018 08:00:00 PM,01/09/2018 08:06:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,No,,,,,0,1,0,0,0,0,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over",University undergraduate degree,Yes,T6E,25-29
01/13/2018 02:41:00 AM,01/13/2018 02:53:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,No,,,,,0,0,0,1,0,0,Mac (OS X),Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over",University undergraduate degree,Yes,T6B,50-54
01/09/2018 06:25:00 PM,01/09/2018 06:36:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,No,,,,,0,1,0,0,0,0,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,Yes,English,No,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over",High school graduate,No,T6B,55-59
01/12/2018 05:31:00 PM,01/12/2018 05:38:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,5 Strongly agree,5 Strongly agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,No,,,,,0,1,0,0,0,0,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,Yes,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$80,000 to $99,999",College / technical school graduate,No,T6K,40-44
01/12/2018 05:57:00 PM,01/12/2018 06:23:00 PM,Yes,Residential property,Within the last three years,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,Within the day of first contact,,Neutral,Both,Yes,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,No,,,,,0,0,0,1,0,0,Windows,Desktop,Firefox,Own,Male,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",University undergraduate degree,Yes,T5B,65-69
01/10/2018 05:33:00 PM,01/10/2018 06:03:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,No,,,,,0,1,0,0,0,1,Windows,Desktop,Google Chrome,Own,Male,No,No,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",Post-graduate degree,No,T5W,60-64
01/09/2018 06:40:00 PM,01/09/2018 06:52:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,5 Strongly agree,5 Strongly agree,3 Neither agree nor disagree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,5 Strongly agree,4 Somewhat agree,No,,,,,0,1,0,0,1,1,iOS,Phone,Safari,Own,Female,No,No,Less than 1 year,No,Other (Specify),Yes,Car/truck/Van as DRIVER,Bicycle,Prefer not to answer,Post-graduate degree,,T6C,40-44
01/13/2018 12:16:00 AM,01/13/2018 12:22:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,4 Somewhat agree,2 Somewhat disagree,2 Somewhat disagree,4 Somewhat agree,5 Strongly agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,No,,,,,0,0,0,0,1,0,Mac (OS X),Desktop,Safari,Own,Male,Yes,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Bicycle,"$150,000 and over",Post-graduate degree,No,T6A,55-59
01/09/2018 06:22:00 PM,01/09/2018 06:32:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,1,1,0,0,0,1,Windows,Desktop,Google Chrome,Own,Male,Yes,Yes,Greater than 5 years,No,English,No,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over",High school graduate,No,T6R,35-39
01/14/2018 12:53:00 AM,01/14/2018 01:40:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,2 Somewhat disagree,2 Somewhat disagree,3 Neither agree nor disagree,5 Strongly agree,No,,,,,0,1,0,0,1,0,Mac (OS X),Desktop,Safari,Own,Female,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/van as PASSENGER,Car/truck/Van as DRIVER,Prefer not to answer,High school graduate,,T5E,60-64
01/10/2018 12:14:00 AM,01/10/2018 12:42:00 AM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Yes,Public Transit,Car/truck/van as PASSENGER,"$100,000 to $149,000",University undergraduate degree,No,T5B,30-34
01/09/2018 06:40:00 PM,01/09/2018 06:50:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,3 Neither agree nor disagree,3 Neither agree nor disagree,2 Somewhat disagree,4 Somewhat agree,No,,,,,1,1,0,0,0,0,Windows,Desktop,Firefox,Own,Female,No,Yes,Greater than 5 years,Yes,English,Yes,Car/truck/Van as DRIVER,Only have one mode of transportation,"$80,000 to $99,999",University undergraduate degree,,T5R,65-69
01/10/2018 05:40:00 PM,01/10/2018 05:53:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,No,,,,,0,1,0,0,0,1,Windows,Desktop,Google Chrome,Own,I prefer not to answer,No,Yes,Between 3 to 5 years,No,English,No,Car/truck/Van as DRIVER,Bicycle,"$100,000 to $149,000",University undergraduate degree,No,T6H,25-29
01/13/2018 01:12:00 AM,01/13/2018 01:22:00 AM,Yes,Residential property,Within the last three years,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,,,Positive,City assessor,Yes,5 Strongly agree,2 Somewhat disagree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,4 Somewhat agree,2 Somewhat disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,0,0,0,0,1,1,iOS,Phone,Safari,Own,Female,Yes,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",University undergraduate degree,Prefer not to say,T5T,30-34
01/09/2018 08:19:00 PM,01/09/2018 08:36:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,1 Strongly disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,2 Somewhat disagree,2 Somewhat disagree,2 Somewhat disagree,1 Strongly disagree,No,,,,,0,1,0,0,0,0,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,No,Car/truck/Van as DRIVER,Walk,"$20,000 to $29,999",High school graduate,,T5W,65-69
01/09/2018 08:16:00 PM,01/10/2018 05:10:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,2 Somewhat disagree,Doesn't apply,3 Neither agree nor disagree,Yes,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,1,0,0,0,0,1,Windows,Desktop,Firefox,Own,Female,Yes,Yes,Greater than 5 years,No,English,Yes,Public Transit,Walk,"$100,000 to $149,000",Post-graduate degree,No,T5G,40-44
01/10/2018 04:46:00 AM,01/10/2018 04:58:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,4 Somewhat agree,No,,,,,1,0,0,1,1,0,Windows,Desktop,Firefox,Own,Male,No,Yes,Greater than 5 years,No,English,No,Car/truck/Van as DRIVER,Public Transit,"$100,000 to $149,000",University undergraduate degree,No,T5C,30-34
01/09/2018 06:37:00 PM,01/09/2018 08:17:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,2 Somewhat disagree,2 Somewhat disagree,2 Somewhat disagree,2 Somewhat disagree,3 Neither agree nor disagree,Yes,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,0,1,0,0,0,0,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,No,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,Prefer not to answer,University undergraduate degree,,T5W,65-69
01/15/2018 04:52:00 PM,01/15/2018 05:05:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,No,,,,,1,0,0,0,0,0,Mac (OS X),Desktop,Safari,Own,Female,Yes,Yes,Greater than 5 years,Yes,English,Yes,Car/truck/Van as DRIVER,Public Transit,"$80,000 to $99,999",College / technical school graduate,No,T5Y,55-59
01/12/2018 10:27:00 PM,01/12/2018 11:18:00 PM,Yes,Residential property,Within the last year,4 Somewhat agree,2 Somewhat disagree,2 Somewhat disagree,3 Neither agree nor disagree,2 Somewhat disagree,4 Somewhat agree,2 Somewhat disagree,2 Somewhat disagree,,,Negative,Both,Yes,4 Somewhat agree,3 Neither agree nor disagree,2 Somewhat disagree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,Yes,3 Neither agree nor disagree,2 Somewhat disagree,2 Somewhat disagree,3 Neither agree nor disagree,1,0,0,0,0,0,Windows,Desktop,Google Chrome,Own,Female,No,No,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Public Transit,"$60,000 to $79,999",College / technical school graduate,,T5B,65-69
01/12/2018 03:50:00 AM,01/16/2018 04:55:00 PM,Yes,Residential property,Within the last year,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,,,Does not apply,I don’t know,Yes,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,3 Neither agree nor disagree,2 Somewhat disagree,4 Somewhat agree,4 Somewhat agree,No,,,,,0,1,0,0,0,0,Windows,Desktop,Firefox,Own,Female,Yes,No,Greater than 5 years,No,English,Yes,Other (Specify),Car/truck/Van as DRIVER,"$100,000 to $149,000",University undergraduate degree,Yes,T5M,40-44
01/09/2018 06:41:00 PM,01/09/2018 06:54:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,2 Somewhat disagree,2 Somewhat disagree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,No,,,,,1,0,0,0,0,1,Windows,Desktop,Google Chrome,Own,Female,Yes,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over",College / technical school graduate,No,T6K,50-54
01/10/2018 12:14:00 AM,01/10/2018 12:24:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,5 Strongly agree,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,No,,,,,1,1,0,0,0,1,Android,Phone,Google Chrome,Own,Female,Yes,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$60,000 to $79,999",High school graduate,No,T6X,30-34
01/12/2018 05:35:00 PM,01/12/2018 05:39:00 PM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android,Phone,Google Chrome,Rent,Male,No,Yes,Greater than 5 years,No,English,Yes,Public Transit,Car/truck/Van as DRIVER,"$20,000 to $29,999",University undergraduate degree,,T6J,25-29
01/10/2018 10:13:00 PM,01/10/2018 10:35:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,2 Somewhat disagree,4 Somewhat agree,No,,,,,0,0,0,1,0,1,Windows,Desktop,Internet Explorer,Own,Female,No,No,Greater than 5 years,No,English,No,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",High school graduate,No,T5S,50-54
01/10/2018 07:31:00 PM,01/10/2018 07:59:00 PM,Yes,Residential property,Within the last three years,5 Strongly agree,4 Somewhat agree,3 Neither agree nor disagree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,,,Positive,Both,Yes,2 Somewhat disagree,2 Somewhat disagree,3 Neither agree nor disagree,4 Somewhat agree,5 Strongly agree,4 Somewhat agree,2 Somewhat disagree,2 Somewhat disagree,2 Somewhat disagree,2 Somewhat disagree,3 Neither agree nor disagree,No,,,,,1,1,0,1,1,1,Windows,Desktop,Firefox,Own,Female,No,No,Between 3 to 5 years,No,English,Yes,Car/truck/van as PASSENGER,Public Transit,Prefer not to answer,College / technical school graduate,,T6V,70-74
01/10/2018 05:19:00 PM,01/10/2018 05:42:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,2 Somewhat disagree,2 Somewhat disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,No,,,,,0,1,0,0,0,0,Mac (OS X),Desktop,Safari,Own,Male,No,No,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,"$40,000 to $49,999",College / technical school graduate,,T6A,70-74
01/10/2018 02:28:00 AM,01/10/2018 02:44:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,2 Somewhat disagree,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,2 Somewhat disagree,Doesn't apply,Doesn't apply,1 Strongly disagree,2 Somewhat disagree,No,,,,,0,0,0,0,0,1,Windows,Desktop,Google Chrome,Own,Male,No,No,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Bicycle,"$20,000 to $29,999",University undergraduate degree,No,T5P,60-64
01/14/2018 12:05:00 AM,01/14/2018 12:18:00 AM,Yes,Residential property,Within the last 3 months,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,,,Positive,311,Yes,Doesn't apply,Doesn't apply,Doesn't apply,Doesn't apply,Doesn't apply,Doesn't apply,Doesn't apply,Doesn't apply,Doesn't apply,Doesn't apply,Doesn't apply,No,,,,,1,0,0,0,0,0,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,"$20,000 to $29,999",College / technical school graduate,,T6C,65-69
01/10/2018 05:35:00 AM,01/10/2018 05:56:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,4 Somewhat agree,2 Somewhat disagree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,No,,,,,1,0,0,0,0,0,Windows,Desktop,Google Chrome,Own,Male,No,No,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$60,000 to $79,999",University undergraduate degree,,T5G,70-74
01/10/2018 05:04:00 AM,01/10/2018 05:16:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,No,,,,,1,0,0,0,0,0,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Between 1 to 2 years,No,French,No,Car/truck/Van as DRIVER,Bicycle,"$60,000 to $79,999",College / technical school graduate,No,T5X,45-49
01/12/2018 04:31:00 PM,01/13/2018 06:09:00 PM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mac (OS X),Desktop,Google Chrome,Rent,Female,No,No,Between 3 to 5 years,No,English,Yes,Public Transit,Car/truck/van as PASSENGER,Prefer not to answer,Post-graduate degree,No,T6W,25-29
01/09/2018 09:45:00 PM,01/09/2018 10:00:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,3 Neither agree nor disagree,2 Somewhat disagree,4 Somewhat agree,4 Somewhat agree,Yes,4 Somewhat agree,5 Strongly agree,4 Somewhat agree,5 Strongly agree,0,1,1,1,0,1,Windows,Desktop,Google Chrome,Own,Male,No,No,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Bicycle,Prefer not to answer,University undergraduate degree,,T6R,55-59
01/13/2018 04:50:00 AM,01/13/2018 05:11:00 AM,Yes,Residential property,I don't recall,,,,,,,,,,,,,Yes,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,No,,,,,1,0,0,1,0,1,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Only have one mode of transportation,"$60,000 to $79,999",University undergraduate degree,,T6K,65-69
01/10/2018 12:27:00 AM,01/10/2018 12:42:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,3 Neither agree nor disagree,2 Somewhat disagree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,No,,,,,1,0,0,0,0,0,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Only have one mode of transportation,"$150,000 and over",University undergraduate degree,No,T5N,50-54
01/12/2018 12:06:00 AM,01/12/2018 12:11:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,No,,,,,0,0,0,1,0,0,iOS,Tablet,Safari,Own,Male,Yes,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Car/truck/Van as DRIVER,Prefer not to answer,High school graduate,Yes,T5Y,55-59
01/12/2018 04:52:00 PM,01/12/2018 05:46:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,2 Somewhat disagree,3 Neither agree nor disagree,5 Strongly agree,5 Strongly agree,5 Strongly agree,2 Somewhat disagree,4 Somewhat agree,2 Somewhat disagree,5 Strongly agree,4 Somewhat agree,Yes,2 Somewhat disagree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,0,1,0,0,0,0,iOS,Tablet,Safari,Own,Female,No,No,Greater than 5 years,No,English,No,Car/truck/Van as DRIVER,Only have one mode of transportation,"$80,000 to $99,999",College / technical school graduate,No,T6L,60-64
01/09/2018 07:45:00 PM,01/09/2018 07:58:00 PM,Yes,Residential property,Within the last year,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,Within 3 days,,Positive,City assessor,Yes,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,1,1,0,0,0,0,Windows,Desktop,Google Chrome,Own,Female,Yes,Yes,Greater than 5 years,No,English,No,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",University undergraduate degree,No,T6C,30-34
01/09/2018 11:17:00 PM,01/09/2018 11:25:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,2 Somewhat disagree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,2 Somewhat disagree,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,Yes,3 Neither agree nor disagree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,0,1,0,1,0,1,Windows,Desktop,Internet Explorer,Own,I prefer not to answer,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,Prefer not to answer,University undergraduate degree,No,T6A,30-34
